ulasan_clean,sentimen,,,,,,
game nya seru tapi tolong gangguan nya benerin sama ping nya di stabilin lagi soal nya saat saya ketemu musuh ping nya langsung padahal saya nonton yt lancar sama main game ml lancar dan stabil ping nya kenapa kalau ff ping nya tidak setabil tolong di benerin ping nya sama gangguan nya maaf kalau ada salah kata sekian terima kasih,positif,,,,,,
ini sih gamenya bagus tapi saat aku bersihin ruangan masa tiba game nya nge gangguan parah terus pas aku setiap main clash squad atau ranked match player nya ada yang tidak kelihatan jadi kayak tembus pandang tolong di perbaiki lagi gamenya sudah bagus tapi bugnya kalau sudah di perbaiki saya kasih bintang lima,negatif,,,,,,
kak tolong benerin lah jaringannya masa iya di loby enak banget buat ganti vault enak terus buat apa enak giliran di gim nya bahkan sudah begitu dari sudah lama nih jaringan kalau di gim on mic lancar tapi sinyal tidak cuma saya saja kak tapi teman saya juga kayak begitu terus kalau kayak begitu terus bisa pada pindah gim kak tolong lah buat developer jaringan nya di benerin terima kasih,positif,,,,,,
game nya bagus tidak cepat bikin bosan tapi cuman satu masalahnya tolong masalah koneksinya di perbaikan soalnya jaringan tidak nonton youtube dan lain lain lancar tapi pas login ff leletnya minta ampun jadi itu saja kok selebih aman saja semangat ya minimal salam buriq v,positif,,,,,,
yang mengeluh game ffnya crash atau layarnya hitam saat main menggunakan mode duo atau squad silahkan dibuka pengaturan di handphone kalian lalu cari aplikasi ff dan clear cachenya kalau bisa datanya sekaligus nah sekarang coba buka ffnya lalu jika dimintai izin centang semua mikrofon pembaca penyimpan file dan telpon taraa sudah bisa bermain dengan mode duo dan squad ini disebabkan oleh gangguan pada bagian mikrofon yang kemudian mempengaruhi ke pe dis kalian lalu menyebabkan crash fr char,negatif,,,,,,
apa kalian ingin tahu kenapa aku kasih bintang itu karena skill crono yang terlalu op oper power ya seperti yang kalian ketahui kalau shield crono itu sulit untuk di tembus jadi saat kita main pelayanan pelanggan mode apapun itu yang jarak wilayah nya sangat kecil itu akan sangat mengesalkan dan bikin emosi terus meningkat jadi saya saranin deh untuk tidak memunculkan shield crono di mini game gratis fire atau kalau tidak ganti ajas kill sih crononya karena meresahkan sekali tuh skillnya,positif,,,,,,
jadi malas main semenjak ada chrono bukan masalah karakternya tapi skill nya yang bikin malas kayak tidak fer saja waktu by one atau war masa musuh bisa berlindung di shield nya dan bisa mendamage kita tapi sebaliknya kita tidak bisa mendamage musuh walaupun kita juga make chrono terus buat apa dari dahulu ada glow wall kenapa tidak dari dahulu nyiptain karakter chrono saja bukannya tidak bagus tapi jadi tidak fer saja waktu tanding war mungkin next karakter ada karakter yang bisa hilang,negatif,,,,,,
game ini makin up makin jelek masa sinyal saya bagus suka lagi parah tolong dong garena di perbaiki saya main dari s sampai sekarang jadi tolong jangan buat kami kecewa terhadapmu tolong di perbaiki untuk sinyalnya agar tidak suka ngepris kalau main suka lagi dihilangkan saya kasih bintang dahulu nanti kalau sudah nyaman baru saya kasih bintang full,positif,,,,,,
makin kesini kok ff makin banyak bugnya jadi tidak bagus tolong di perbaikan ya dan skill crono tolong dikondisikan karena terlalu meresahkan dan tolong koneksinya di perbaikan hal itu akan menggangu pemain dengan ngeleg server dan keluar dari game sekian terima kasih,positif,,,,,,
mohon kepada pihak garena agar cepat menangani masalah ini di setiap sore sampai malam kami merasa kesulitan untuk login ke game yang awalnya jaringan bagus tiba hilang saat login selalu muncul notif server sedang sibuk atau lebih buruknya hanya notif error terkadang hanya speed royal dan sering tidak munculnya katakter di lobby atau tiba hilangnya list teman pada game dan beberapa kali saya coba login ke game lain selain ff ternyata tidak ada kendala terima kasih sebelumnya,negatif,,,,,,
yang terhormat pihak garena tolong perbaikan gangguan secepatnya karena saya tidak bisa bermain karena gangguan itu list gangguan jaringan gangguan mental ke lobby gangguan yang tidak bisa mengunduh file di gratis fire tolong secepatnya di perbaiki sekian terima kasih,negatif,,,,,,
garena tahun belakangan menjadi game paling diminati dan sudah didownload oleh ratusan juta orang di dunia yang perkembangannya sangat pesat akan tetapi semakin kesini semakin membuat sedikit kecewa alsannya ya tentu tntu para survival tahu lah yang buat kecewa akhir ini ada gangguan damage chiter skil chrono error login padahal signal joss diperbarui apa sih grafik sudah oke lah tapi yang menurun kualitas dalam game dan pada saat login tolong tim it nya mkasih booyah,positif,,,,,,
tolong cepat diperbaikin masalah sinya dari game ini kalau mau main sinyal tiba jadi merah tapi kalau lagi nonton you tube biasa saja sinyalnya jadi sekarang para player gratis fire jadi makin susah buat main kalau begini nanti bisa saja orang tidak akan main lagi dengan game ini makanya sekarang tolong di perbaikin masalah sinyal di gamenya,positif,,,,,,
saya main ff dari season sebelum ellit pas belum ada ini game bagus cuman kalau setian ada event atau habis season selalu ada kendala seperti sekarang ada event cobra main jadi kesel bermasalah terus susah login padahal sinyal bagus data baru beli perbaikan lah sekira nya event jadi gangguan atau belum beres data tidak usah di keluar in lah mencari event yang bagus seperti yang tidak ngerusak ke sinyal saat main game baca baik masuk dari saya admin atau yang punya game ff ini biar makin maju terus game nya,negatif,,,,,,
halo gratis fire developer kenapa sekarang gratis fire jadi reconnect terus saya jadi tidak bisa maen tiap buka menghubungkan terus tolong di perbaikan saya kecewa dengan keadaan game gratis fire sekarang kualitas hd di tingkatkan tetapi kok signalnya jadi tidak jelas begitu pdahal sinyal saya tidak kecepatan kb sc tolong sgera perbaikan jika masih saja tetap tidak ada perubahan mendingan saya pindah pubg terima kasih love you gratis fire,positif,,,,,,
koneksi nya pada user server mohon perbaikin asal main game lain seperti ml lancar padahal dari kapasitas size lebih besar dan setingan grafik pun di setting high asal game ini bermasalah koneksi terus dari baru masuk game dan pada saat bermain kalau belum siap untuk tampung kapasitas user banyak untuk setiap bandwidth nya mohon agar lebih kompetible lagi terima kasih,positif,,,,,,
tolong buat garena saya memiliki keluhan dalam game ini terutama dalam masalah gangguan banyak gangguan yang bahkan bisa merugikan player yang sedang bermain dan juga masalah server yang kadang membuat kami jengkel dimohon untuk di perbaikan jika ada diperbarui pun kami kira akan ada perbaikan dalam masalah gangguan yang ada ternyata hanya grafik yang di pentingkan saya mohon pertimbanganya terima kasih,negatif,,,,,,
kak tolong di perbaikan demi kenyamanan player banyak yang mengeluh tentang sinyal ms adalah rata sinyal tetapi kalau pas mau main kenapa sering keluar sendiri kembali lagi ke loby dan selalu dalam mode speed royal dan ada notifikasi error kesalahan sambungan tolong pihak developer nya tolong segera perbaikan pada next diperbarui,negatif,,,,,,
game sangat keren tapi dahulu sekarang sejak ada chrono dan skin tidak masuk akal yang lain jadi malas jika harus bayar to win pun tidak apa apa tapi yang masuk akal saja jadi tema battleground tidak jadi aneh lama ada karakter bisa nembak dari balik tembok atau bisa nembak tembus pohon bisa naik mobil tembus tembok dan karakter tidak masuk akal lain seperti cheat yang di perbolehkan lama jadi malas juga yang ada bukan adu skill kecepatan kelincahan tapi adu skin tidak beli tidak menang,negatif,,,,,,
halo admin ?? tolong perbaikan masalah server mau main pass masuk loby jaringan ping nya an padahal tidak tapi kayak lagi tidak masuk game pass sudah masuk game mau benar nya tuh lama banget padahal jaringan an tapi looting tidak bisa exp handphone tolong ya perbaikan saya kasih bintang segitu dahulu,positif,,,,,,
tolong di cek dan di perbaikan lagi untuk masalah sinyal dan ping soalnya saya sudah hari an saat di menu utama dan di dalam game sinyalnya jelek sekali sering nge lagi dan tidak enak di mainkan sedangkan untuk main game lain atau buka aplikasi lain enak saja bagus dan lancar tolong segera di periksa terima kasih,negatif,,,,,,
game yang sangat tidak memuaskan di size nya dan masih banyak kekurangan contoh map yang terlalu kecil grafis yang masih di bawah rata game battleground tidak adanya recoil jadi otomatis aim bayar to win skin menambah damage gerakan karakternya tidak smooth kontrol nya terlalu kaku dan tidak smooth akun mudah hilang di curi cheater masih banyak berkeliaran teksturnya kurang bagus buram tidak mode pandangan fpp,positif,,,,,,
febuari ping ms dalam game tapi sambungan sering terputus tiba dengan alasan tidak terhubung ke server sering kali saat didalam game muncul lingkaran load jaringan ditengah layar padahal ping sangat bagus dengan jumlah unduhan terlaris harusnya sistem server semakin disesuaikan dengan banyaknya pemain yang terjadi sekarang adalah semakin banyak pemain server sering down ini membuat kesan yang buruk bagi pengembang tolong di perbaiki terima kasih,negatif,,,,,,
saya sangat suka dengan game ini tapi sekarang saya sangat kecewa dengan perkembangannya yang semakin bayar to win yang lebih mengecewakannya lagi adalah data dalam game yang sudah sangat besar dan semakin membuat player dengan handphone spesifikasi rendah kesulitan untuk mendownload data dalam game yang sudah cukup memakan penyimpanan dalam handphone terutama yang hanya bisa mengandalkan penyimpanan internal yang kecil tidak dapat dialihkan ke penyimpanan external saran saya data in game lebih diperkecil,negatif,,,,,,
game nya benar bagus tapi kenapa pas aku main mode clash squad ranked itu bahkan ketemu gangguan tereliminasi mohon di perbaiki lagi bugnya jangan cuma fokus ke event gangguan juga seharusnya di perbaiki,negatif,,,,,,
saya suka banget sama game ini tetapi tolong masalah jaringan di tingkat akan lagi akan jaringan saya bahkan lagi dan bisa patah padahal penyimapan saya banyak kok garena tolong jaringan nya di perbaikan lagi kalau sudah mem baik nanti saya kasih bintang deh trimaksihh,positif,,,,,,
tolong perbaikin gangguan damage menurut saya itu sangat meresahkan player apa lagi pengguna bareta selain itu ada satu lagi gangguan yang meresah akan yakni pada saat bermain tiba ke eliminasi tanpa sebab game ini sudah bagus tapi tolong perbaikin gangguan nya menurut saya dari pada sibuk colab lebih baik perbaikin gangguan meresahkan seperti diatas,negatif,,,,,,
untuk pihak garena saya kasih bintang karena masih ada beberapa gangguan yang membuat sulit saat bermain seperti gangguan damage gangguan tembus chrono dan lain lain saya juga kesal kepada para cheater jadi mohon di perbaikan lagi sekian dari saya terima kasih,negatif,,,,,,
garena tolong banget perbaikan gangguan damage yang terjadi karena ketika saya sudah nembak berkali kali make senjata m biasa barreta tapi musuh belum mati jugak rasanya ingin membanting handphone karena susah payah membidik scoop dan hasilnya nge bug game buriq bit tidak ada pintu rusak semua isi gamenya jadi jangan nambah masalah yang terjadi mengakibatkan tidak ada lagi yang mau main game ini,negatif,,,,,,
saya sebagai pemain lama menyarankan tidak perlu event terus yang diperbanyak harusnya perbagus grafik aim nya jangan otomatis masa grafik lebih bagus pubg tapi dihp saya lebih lancar pubg sedangkan ff bahkan patah kembalikan map awal hangar saya lebih suka map awal game rilis dibanding sekarang,positif,,,,,,
tolong untuk gratis fire sinyal nya tolong untuk di perbaikan lagi padahal saya sudah pakai wilayah fi kok masih saja berwarna merah di gratis fire padahal saya coba ke game ml tetap saja bagus bahkan hijau tolong perbaikan lagi sinyal dalam game nya skyybluss,positif,,,,,,
gamenya bagus namun jujur saya sebagai player lawas tidak adil banget kalau pakai pelindung itu jadi susah biarkan saja glowwall saja yang bertahan makin lama juga makin jelek masuk susah sinyal sering lagi tiba terelim pas main padahal sinyal bagus,negatif,,,,,,
hmm setelah aku unduh ff setelah sekian lama ada beberapa peningkatan yang saya suka yaitu sinyal sudah tidak seperti dahulu dan di dalam match nya juga jarang lagi tapi etah knap kalau main di clash squad selalu keluar sendiri tiba loading ke loby sekarang saya tidak pernah push rank pelayanan pelanggan ya kalau hoki bisa masuk match ya mantap tapi keseringan main pelayanan pelanggan lebih parah ngeselinnya kalau mode lain yahh lancar sih aku harap pelayanan pelanggan nya segera di perbaiki nanti aku naikin kalau sudah di perbaiki,positif,,,,,,
game nya bagus saya sudah main dari tapi masih ada gangguan jaringan kadang suka ada musuh atau teman yang nembus tembok gara jaringan jadi ya semoga kedepannya lebih baik terima kasih kepada garena sudah membuat ff semagin upgrade lebih baik lagi dari yang dahulu,positif,,,,,,
garena setelah diperbarui terakhir ini kok bahkan kesalahan sambungan mulu sih ya terus tiba jaringan sedang sibuk sampai tidak bisa masuk ke game padahal sudah mulai padahal koneksi internet saya ini sangat kuat lo bagaimana menurut garena ini apakah ada masalah kalau ada masalah mohon segera diatasi kami dari pihak pemain sangat terganggu sekali jadi mohon segera di perbaiki,negatif,,,,,,
sangat seru tapi player ternganggu dengan gangguan sial dan sistem top up yang masih bermasalah akhir ini saya mengalami masalah yaitu diamond saya tidak masuk tapi ada tanda pembayaran dan saldo saya berkurang mohon bantuannya developer yang baik,negatif,,,,,,
minimal saat aku on mic kok tidak keluar suara sih minimal jadi begini nah aku diajak mabar sama teman terus saya di suruh onmic eh disaat aku on mic katanya suaranya tidak keluar sama sekali padahal di pengaturan aplikasi seperti penyimpanan audio microfon sudah aku izinin semua terus ini salahnya dimana minimal kalau memang mic saya rusak tapi pas w main game sebelah terus onmic ada saja suaranya tolong minimal kalau gangguan ya mohon di fix tapi kalau yang lain coba balas komen ini terima kasih,negatif,,,,,,
