ulasan_clean,sentimen
devoloper tolong baca ulasan saya player ff old belum ada season aku sudah main berbagai mode map kususnya diperbarui sekarang yang ada map kalahari dimode rank tempat nya itu tidak jelas banget aku sering minus karena tempat di kalahari terlalu banyak tebing karena aku sering tereliminasi karena jatuh dari tebing tersebut yahh jadi minus asoo sudah tidak usah ada map kalahari dimode ranked karena itu lebih bagus baca dong ulasan saya devoloper atau banyak yng unistal,-1
map kalahari tidak akan bisa mengganti map purgatory yang mapping nya tertata lebih rapi kekurangan dari map kalahari adalah dari tekstur warna yang membuat mata sakit dari mapping yang terlalu luas dan banyak bangunan terlalu tinggi yang membuat player main tidak berasa di performa terbaik ditambah lagi ada alat bantu spyderman yang tidak jelas map juga terlalu luas dan masih banyak kekurangan yang lainnya tolong di revisi kembali keberadaan map kalahari di ranked salam boyah,1
saya sangat suka dengan game gratis fire ini tapi ada beberapa yang saya mau usulkan kalau bisa tolong ulang lagi dong event skin shotgun m nya hapus map kalahari dimode rank soalnya banyak yang keritikan untuk map kalahari gara tempat nya jelek dan musuhnya hampir tidak kelihatan mohon dimengerti ya,-1
game kok begini amat tidak realitis tidak kayak game sebelah masa senjatanya tidak ada recoilnya grafik sudah di hdin tetap saja burik kayak bit ada pet tidak ada fungsinya ada es kepal lagi situ mau perang atau jualan rumah kok tidak ada pintunya otomatis aim lagi parah banget banyak anak kecil map kecil tidak bisa mundur ke belakang aneh kecewa sudah pokoknya buka epep buka insto salam player coc,-1
teimkasih garena ff sudah pernah membuat saya bahagiah dan nyaman dengan game ini selama purgatory diganti saya tidak nyaman lagi bermain dan sedih setelah saya tahu diperbarui map purgatory dihapus dan digantikan kalahari saya tidak suka dengan map seperti itu saya termasuk old player mkss saya tuh kenapa disaat sudah nyaman dengan map tersebut bermuda dan purgatory dijadikan pilihan untuk dihapus atau dihilangkan kenapa tidak bisa di tambah in saja jadi map dengan kalahari akan jadi banyak yang sedi,-1
game ini sangat bagus dan di minati oleh para gamers tapi sayang banyak yang kecewa setelah apdet mode kalari menurut penguna frefire tidak bagus saya mewakili dari lampung jika mode kalari masih ada di renk kemungkinan kota kampung akan menghapus fre fire karena tidak suks dengan mode tersebut,-1
gila lo kalau sudah di uptade gratis fire nya ada mode rampage tapi mode rampage nya tidak kayak dahulu bisa hidup lagi tapi sekarang tidak bisa hidup lagi dan mode zombie nya tidak ada mudahan kalau ada gratis fire nya minta kena uptade ada mode zombie lagi dan mode training nya mulai agak gelap tapi malahan makin bagus walaupun gelap tempat map nya yang penting bug nya berkurang tidak kayak dahulu bug nya banyak betul yang setuju tekan tombol ya kalau tidah setuju kalian tekan tidak,-1
ini game paling bagus buat battle ground berperang dalam menit yang bilang gratis fire bit tolong diperiksa ya hpnya yang tidak cukup ramnya apa orangnya dahulu saya ngejek ini game tapi saya coba bagus yang masalah koneksi coba kalau sinyalnya sudah dibawah dibalik saja posisi handphone nya saya begitu,-1
gm ff tolong lah map purgatory di kembalikan di sistem rank map kalahari tidak enak digunakan di sistem rank tidak apa map kalahari ada tapi hanya untuk mode casual saja jujur kami player yang telah lama memainkan game ff ini merasa kecewa jadi tolong sebaiknya map purgatory dikembalikan saja masalah jaringan juga tolong di perbaiki lagi disaat ada diperbarui pasti ada saja kendala di jaringan terima kasih semoga di revisi kembali dan semoga pesan kami ditanggapi,1
tolong buat pihak garena kenapa purgatory di ilangin kenapa bahkan ada map kalahari di rank saya mewakili para player ff merasa keberatan akan hal itu karena sangat tidak biasa bermain rank di kalahari tolong di ubah ke semula dan lagi kenapa setiap game play musuh tinggal sedikit naik rank nya sedikit mati nya cepat turun nya sangat banyak tolong dong pertimbangan nya kecewa berat sumpah,-1
saya cuma kasih bintang dua soalnya sekarang paling susah di bagian sinyal atau jaringan sinyal saya sudah bagus tapi pas masuk ke dalam game bahkan nge bug pemainnya dalam map itu kadang turun dari parasut tidak bisa looting kadang ping langsung berubah menjadi padahal tidak ada kendala di bagian sinyal tolong di perbaiki lagi,1
jujur saja dengan adanya mode kalahari dirank dan hilangnya purgatory membuat game ini tidak asyik lagi untuk dimainkan tolong kembalikan saja purgatory dan hilangkan kalahari dari mode rank apalagi setelah di perbarui kemarin ada masalah dengan gangguan sinyal terus padahal sinyal sudah tidak dan buka game daring lain tidak gangguan sinyal,-1
game nya sudah bagus tapi yang buat saya kurang suka itu masalah koneksi masa didalam pertandingan jaringan terus padahal saya lihat youtube lancar selesai diperbarui kok tambah jelek masalah jaringan dan untuk event tolong yang sudah keluar jangan dikeluarin lagi seperti baju bola dan bandle elite pass kasihan sama player old mereka dahulu susah payah untuk dapat event tersebut tapi sekarang dengan mudahnya di keluarkan lagi bukannya player baru tidak boleh dapat cuma untuk menghargai terima kasih,1
saran untuk develover yang terhormat aplikasi ini selalu di diperbarui seharusnya bisa lebih baik dan sempurna bukan bahkan tambah kacau contoh damage senjata nge bug di in game tiba keluar sendiri padahal jaringan bagus dan lain lain saya sebagai player pengguna aplikasi ini merasa tidak nyaman dengan masalah tersebut jadi jika anda develover membaca ini tolong di perbaikan lagi agar tidak ada bug terutama bug damage senjata,1
sinyal bagus alive tapi minus game banyak bugnya padahal saya masih direct message tolong lah bugnya diilangin rugi sudah top up mahal buat beli skin tapi skinnya tidak bantu sama sekali buat nge push rank karena bug saya harap bug seperti itu dibilangin secepatnya terima kasih,-1
saya suka banget game ini tapi kenapa setiap saya main pas lagi tidak ada musuh sinyal lancar saja eh pas ketemu musuh sinyal jadi jelek padahal buat youtube instagram pun lancar saja kenapa pas main gratis fire ini sinyal jelek tolong lah garena gratis fire perbaikan masalah jaringan biasanya juga nonton youtube lancar bahkan bisa mb detik,1
jadi banyak kekurangan dari game ini saya memasang ulang bahkan tidak bisa terutamabdi mode pelayanan pelanggan pas main mendadak mati karena kena zona padahal tidak kena zona sama sekali tolonglah garena di perbaiki lagi dong gamenya biar yang main tambah nyaman,1
woy game apa ini benar kata orang ini itu game burik bit tidak ada pintu aku main pas waktu di loby mau masuk game ditengahnya ada tulisan loading scened failed saya kesal sekali padahal sinyalnya bagus dan padahal saya pakai wifi yang mahal sehrga ke bukannya saya sombong ya saya sangat kecewa tolongnya garena di perbaiki sinyalnya supaya saya bisa bermain saya capek ulang masuk game terus dan ada lagi kalau ada musuh afk dikeluarkn saja karena nanti kalau ada yang afk lgsng diburu orang untuk kill,-1
makin lama makin bosan entah dari gameplay variasi mode dan lain lain skin senjata juga terlalu kuat jadi untuk player f p nangis semua tidak adil begitu animasinya juga kaku event di ulang dan tanggapan dari pihak garena juga tidak jelas untuk player yang direport,-1
menurut saya sendiri game ini beda dari yang lain game nya seru menarik fitur nya banyak dan bisa menghilangkan kegabutan v tapi yang saya sayangkan dengan game ini adalah sinyalnya sering saya sedang main sinyal saya naik saya mohon perbaikan sinyalnya minimal supaya pemain lebih nyaman terima kasih,1
tolong lah garena jangan sampai bikin orang kecewa gara masalah jaringan connect time out masaa jaringan wifi bagus tapi bahkan connect time out terus kalau mau berperang bahkan balek ke lobby sendiri kadang mau tapi bahkan lambat kalau ada musuh bagaimana nak semangat orang main kalau di ganggu terus dengan connect time out terus tolong di perbaikan lagi garena masalah jaringan nya,1
gratis fire sekarang makin kacau sudah sinyal kok mudah lagi padahal kuat loh sinyal saya garena jawab dong yang punya kok tidak peduli sama player nya aku rindu jaman ff masih burik dahulu dari pada sekarang kecewa kami sebagai player old garena mohon tidak usah di perbarui kontrol nya sinyal nya saja yang di perbaikan begitu saja,1
garena mohon di perbaiki sinyal dan masalah freeze saya main tiba saat looting delay padahal sinyal saya an dan saat ketemu musuh sinyalnya an tapi berasa lambat sekali saya merasa resah terhadap masalah ini garena mohon di perbaiki terima kasih,-1
halo minimal game sudah bagus grafik juga bagus tapi tolong fix bug di kursi yang tersedia di bermuda saat saya gunakan inhaler bahkan tidak bisa keluar tolong secepatnya di fix karena sangat merugikan player dan tolong perbaikan patah dan leg padahal sinyal bagus tolong di perbaiki,-1
saya kasih bintang dahulu karena mengapa jika saya main clash squad tapi balad nya masih ada yang afk terus jaringan saya bagus tapi kenapa saya tidak bisa maju atau menyerang musuh jadi tolong perbaikan garena plees baca komentar saya penting untuk player lain nya,-1
saya dari s main ff cuma jarang saja top up karena jarang login kenapa karena game ff sekarang lebih egois dari yang dahulu kenapa coba pro player masak di bikin nub player padahal kill saya kok masih saja turun malahan minus kecewa saya sudah susah ngekil sudah buang keringat bahkan masih minus sekali lagi saya kecewa ditambah kenapa game ff semenjak bar sering kali frame drop atau lagi padahal grafik saya smooth ini kenapa cobalah jelaskan,-1
masih perlu banyak perbaikan dan penyesuaian seperti tidak adanya fitur otomatis run arah step tidak dapat dilihat dari mini map saat menembak kurang realistis karena tidak ada sensasi recoil pada senjata saat terjun dari pesawat tidak bisa menukik tajam keluar dari kendaraan dalam kecepatan tinggi tidak menimbulkan damage ke pemain dan lain juga masih sangat jauh dari kata memuaskan jika ingin bersaing dengan pubg atau call of duty mobile saya rasa masih jauh dari kata kurang,-1
saya ary umur sudah tahun usul saja sudah lama main ff tapi ada satu posisi yang paling tidak guna kayaknya pas tiarap bagaimana kalau pas player tiarap itu tidak dikenain otomatis aim soalnya itu posisi paling tidak guna mau nembak pakai bipod pun tidak terlalu ngaruh recoil tidak banyak berubah ditembak balik sama musuh bahkan otomatis headshoot mau gerak saja suaranya bising padahal harusnya akan pas tiarap itu paling susah sebenarnya lokasi kita ditemuin sama musuh bantu up dong,-1
kecewa minimal kenapa scar titan baju bola keluar lagi kalau mau nyenengin player new tidak begitu caranya skin old keren karena jarang yang punya kalau banyak yang punya akan sudah tidak keren terus player new minta skin old yang lain lagi lah mending buat yang baru tidak bisa ya apa tidak punya inspirasi,-1
saya suka ff tapi saya punya akun namanya fuu r dikasih peringatan sama garena bakalan di ban gara sering diam digame dan keluar begitu saja dari game padahal semua karena kesalahan jaringan tolong perbaikan server nya dong masa pas baru main sudah lagi terus nembak musuh damagenya ada tapi tidak mati eh tahu taunya tereliminasi di makan zona padahal lagi nembakin musuh sering lagi begitu bahkan di ancam mau diban,-1
ini game gratis fire kok sinyal nya susah sih padahal saya main game yang lain lancar saja lo kenapa pas saya main gratis fire jaringan selalu buruk tolong lah garena di up date lagi untuk game gratis fire nya saya main sudah lama tapi kenapa kok makin kesini sinyal kok jaringan kok makin susah padahal game nya tidak berat amat bahkan game yang berat bahkan jaringan nya lancar saja masak mau kalah sama game tembak tembakan sebelah tolong lah garena respons nya ¡ terima kasih,1
untuk developer tentunya gm garena mohon untuk bisa mengatasi lagi atau pun patah saya salah satu player gratis fire sangat kecewa karena di updetan sekarang banyak masalah seperti patah atau pun lagi mohon kedepannya di perbaikan lagi,-1
dear garena saya sebagai salah satu pemain gratis fire merasa sangat kecewa atas diperbarui ini kenapa saat bermain mode clash squad ranked padahal sudah menang tapi tidak ada logo booyah nya terus kalau diliat dihistory macth nya itu nomor padahal sudah menang bintang nya berkurang juga tolonglah cepat di fix bug nya karena sangat merugikan sudah capek maen eh bahkan berkurang bintang nya terima kasih,-1
selama saya main game ini sudah sampai diamond dan banyak terjadi berbagai masalah seperti pada saat lari tiba ngeblink begitu seperti patah sudah terjadi kepada saya berkali kali pada saat ketemu musuh kalau dilihat dari segi hpnya saya handphone samsung a dan pada saat itu sinyal saya bagus tidak pernah jelek saya minta lagi coba dari garena kalian banned cheater soalnya sangat mengganggu yang lain dalam mode ranked saya sudah ketemu berkali jadi mohon di perbaiki lagi,-1
makin lama makin hancur ini game main sinyal padahal sinyal tidak tidak sinyal buat ml dan lain kedua saya main clash squad ranked saya menang kok bahkan bintang yang turun bukan naik ketiga main clashsquad sinyal bagus pada saat mati langsung spawn ke map lain suka nge bug padahal sinyal tidak keempat terlalu banyak event nya error semua falcao saja banyak yang tidak bisa klaim kelima tolong di perbaiki,-1
saya suka sama game ini tapi tolong tambahin pintu di setiap rumahnya terus grafik game nya di buat lebih nyaman tapi tidak nge lagi dan pas buat ram gb grafik smooth di jadikan seperti standar dijadikan ultra di jadikan hd dan tambah grafik hdr juga ya tapi tidak lambat untuk handphone kentang itu saja kekurangannya buat juga harga bundle nya murah kasih banyak diskon kasih bonus buat player gratisan seperti saya semoga garena membaca ini,1
